clip,group,verdict,description,clip_path,montage
VID-20250924-WA0012_clip_003.mp4,panic_dense_crush,genuine,"Viral: stampede outside Chinnaswamy Stadium, dense chaos",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0012_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0012.png
VID-20250924-WA0023_clip_001.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_002.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_003.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_008.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_008.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_011.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_011.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_012.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_012.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_013.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_013.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_014.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_014.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_016.mp4,panic_dense_crush,genuine,Times Square: pedestrians fleeing in chaos (injuries reported),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_016.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0023.png
VID-20250924-WA0018_clip_015.mp4,panic_flight_sparse,genuine,Sparse people running/scattering (flight),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_015.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_017.mp4,panic_flight_sparse,genuine,Sparse people running/scattering (flight),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_017.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0018.png
VID-20250924-WA0022_clip_001.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_001.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0022_clip_002.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_002.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0022_clip_003.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_003.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0022_clip_004.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_004.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0022_clip_005.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_005.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0022_clip_006.mp4,panic_flight_sparse,genuine,"Times Square: people running/fleeing across plaza (sparse, high motion)",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0022_clip_006.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0022.png
VID-20250924-WA0023_clip_004.mp4,panic_flight_sparse,genuine,Times Square: pedestrians fleeing/scattering,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_004.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0023.png
VID-20250924-WA0023_clip_005.mp4,panic_flight_sparse,genuine,Times Square: pedestrians fleeing/scattering,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0023_clip_005.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0023.png
VID-20250924-WA0024_clip_002.mp4,panic_flight_sparse,genuine,Sparse crowd fleeing/dispersing,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0024_clip_002.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0024.png
VID-20250924-WA0024_clip_008.mp4,panic_flight_sparse,genuine,Sparse crowd fleeing/dispersing,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0024_clip_008.mp4,outputs_improved/panic_subfolders/panic_flight_sparse/VID-20250924-WA0024.png
VID-20251025-WA0002_clip_003.mp4,panic_static_wide_undercounted,genuine,"Aerial ""bhagdad""(stampede) dense crowd; undercounted at distance",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20251025-WA0002_clip_003.mp4,outputs_improved/panic_subfolders/panic_static_wide_undercounted/VID-20251025-WA0002.png
VID-20250924-WA0010_clip_005.mp4,panic_ambiguous,genuine_lowres_news,Bandra Terminus stampede CCTV (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_005.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0010.png
VID-20250924-WA0010_clip_006.mp4,panic_ambiguous,genuine_lowres_news,Bandra Terminus stampede CCTV (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_006.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0010.png
VID-20250924-WA0015_clip_004.mp4,panic_ambiguous,genuine_lowres_news,Bandra Terminus stampede CCTV (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_004.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0015.png
VID-20250924-WA0016_clip_004.mp4,panic_ambiguous,genuine_lowres_news,Business Today CCTV stampede (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_004.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_006.mp4,panic_ambiguous,genuine_lowres_news,Business Today CCTV stampede (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_006.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_008.mp4,panic_ambiguous,genuine_lowres_news,Business Today CCTV stampede (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_008.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0016.png
VID-20250924-WA0021_clip_001.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_001.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0021_clip_002.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_002.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0021_clip_003.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_003.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0021_clip_007.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_007.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0021_clip_028.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_028.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0021_clip_042.mp4,panic_ambiguous,genuine_lowres_news,Mount Meron crush (same event),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0021_clip_042.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0021.png
VID-20250924-WA0025_clip_007.mp4,panic_ambiguous,genuine_lowres_news,ABP CCTV Patna stampede (daytime),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0025_clip_007.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0025.png
VID-20250924-WA0025_clip_008.mp4,panic_ambiguous,genuine_lowres_news,ABP CCTV Patna stampede (daytime),/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0025_clip_008.mp4,outputs_improved/panic_subfolders/panic_ambiguous/VID-20250924-WA0025.png
VID-20250924-WA0009_clip_001.mp4,panic_dense_crush,genuine_lowres_news,"NDTV: Maha Kumbh stampede (Prayagraj), dense crowd",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0009_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0009.png
VID-20250924-WA0009_clip_002.mp4,panic_dense_crush,genuine_lowres_news,"NDTV: Maha Kumbh stampede (Prayagraj), dense crowd",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0009_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0009.png
VID-20250924-WA0009_clip_003.mp4,panic_dense_crush,genuine_lowres_news,"NDTV: Maha Kumbh stampede (Prayagraj), dense crowd",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0009_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0009.png
VID-20250924-WA0010_clip_001.mp4,panic_dense_crush,genuine_lowres_news,NDTV CCTV: rush before Bandra Terminus stampede,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0010.png
VID-20250924-WA0010_clip_002.mp4,panic_dense_crush,genuine_lowres_news,NDTV CCTV: rush before Bandra Terminus stampede,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0010.png
VID-20250924-WA0010_clip_003.mp4,panic_dense_crush,genuine_lowres_news,NDTV CCTV: rush before Bandra Terminus stampede,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0010.png
VID-20250924-WA0010_clip_004.mp4,panic_dense_crush,genuine_lowres_news,NDTV CCTV: rush before Bandra Terminus stampede,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_004.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0010.png
VID-20250924-WA0010_clip_007.mp4,panic_dense_crush,genuine_lowres_news,NDTV CCTV: rush before Bandra Terminus stampede,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0010_clip_007.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0010.png
VID-20250924-WA0011_clip_001.mp4,panic_dense_crush,genuine_lowres_news,News: Yemen aid-center stampede (80 dead); clip1 is a warning card,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0011_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0011.png
VID-20250924-WA0011_clip_002.mp4,panic_dense_crush,genuine_lowres_news,News: Yemen aid-center stampede (80 dead); clip1 is a warning card,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0011_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0011.png
VID-20250924-WA0011_clip_003.mp4,panic_dense_crush,genuine_lowres_news,News: Yemen aid-center stampede (80 dead); clip1 is a warning card,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0011_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0011.png
VID-20250924-WA0011_clip_004.mp4,panic_dense_crush,genuine_lowres_news,News: Yemen aid-center stampede (80 dead); clip1 is a warning card,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0011_clip_004.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0011.png
VID-20250924-WA0014_clip_001.mp4,panic_dense_crush,genuine_lowres_news,NDTV: New Delhi station deadly-stampede platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0014_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0014.png
VID-20250924-WA0014_clip_002.mp4,panic_dense_crush,genuine_lowres_news,NDTV: New Delhi station deadly-stampede platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0014_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0014.png
VID-20250924-WA0014_clip_003.mp4,panic_dense_crush,genuine_lowres_news,NDTV: New Delhi station deadly-stampede platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0014_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0014.png
VID-20250924-WA0014_clip_004.mp4,panic_dense_crush,genuine_lowres_news,NDTV: New Delhi station deadly-stampede platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0014_clip_004.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0014.png
VID-20250924-WA0015_clip_001.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_001.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0015_clip_002.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0015_clip_003.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0015_clip_005.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_005.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0015_clip_006.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_006.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0015_clip_007.mp4,panic_dense_crush,genuine_lowres_news,"ABP CCTV: Bandra Terminus stampede, scattering/crush",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0015_clip_007.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0015.png
VID-20250924-WA0016_clip_002.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_002.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_003.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_003.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_007.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_007.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_010.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_010.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_011.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_011.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_012.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_012.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_015.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_015.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_016.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_016.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_017.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_017.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0016_clip_018.mp4,panic_dense_crush,genuine_lowres_news,Business Today CCTV: crowd crushing/falling on stairway,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0016_clip_018.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0016.png
VID-20250924-WA0017_clip_020.mp4,panic_dense_crush,genuine_lowres_news,Ch2: Atlanta MARTA post-concert packed platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0017_clip_020.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0017.png
VID-20250924-WA0017_clip_022.mp4,panic_dense_crush,genuine_lowres_news,Ch2: Atlanta MARTA post-concert packed platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0017_clip_022.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0017.png
VID-20250924-WA0017_clip_024.mp4,panic_dense_crush,genuine_lowres_news,Ch2: Atlanta MARTA post-concert packed platform crush,/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0017_clip_024.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0017.png
VID-20250924-WA0018_clip_005.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_005.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_006.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_006.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_007.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_007.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_008.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_008.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_009.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_009.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_010.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_010.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_011.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_011.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_012.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_012.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_013.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_013.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_014.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_014.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_016.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_016.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_018.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_018.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_019.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_019.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_020.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_020.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_021.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_021.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_022.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_022.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_023.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_023.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_024.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_024.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_025.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_025.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_026.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_026.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_027.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_027.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
VID-20250924-WA0018_clip_028.mp4,panic_dense_crush,genuine_lowres_news,"CN news/doc: nighttime stampede aftermath, scattering + medical emergency",/Users/harinihegde/Downloads/crowd_panic/Panic/VID-20250924-WA0018_clip_028.mp4,outputs_improved/panic_subfolders/panic_dense_crush/VID-20250924-WA0018.png
